"timestamp","blockheight","close","difficulty","supply","lnprice","Ret","Log_Ret","Volatility","S2F","blocks_to_halving","blocks_to_nearest_halving"
"2019-01-01","556607","3855.86749167","5618595848853.3","17457587.5","8.2573512909465","0.034981136171261","0.034383200629751","0.91908668713306","25.677263951457","73393","73393"
"2019-01-02","556758","3926.44770892","5618595848853.3","17459475","8.2754904052476","0.018304627273234","0.018139114301071","0.89163039261526","25.339871178445","73242","73242"
"2019-01-03","556913","3817.76808813","5618595848853.3","17461412.5","8.2474212607253","-0.02767886620344","-0.028069144522298","0.89517400516505","24.688608042422","73087","73087"
"2019-01-04","557062","3850.78976768","5618595848853.3","17463275","8.256033540707","0.0086494723586457","0.0086122799816883","0.87377533635612","25.685630228923","72938","72938"
"2019-01-05","557225","3825.68701222","5618595848853.3","17465312.5","8.2494933411704","-0.0065188589807446","-0.0065401995365573","0.83699976530514","23.482006891335","72775","72775"
"2019-01-06","557366","4075.43477575","5618595848853.3","17467075","8.3127327134192","0.065281807615797","0.063239372248793","0.85956784864391","27.149033323618","72634","72634"
"2019-01-07","557507","4032.10115068","5618595848853.3","17468837.5","8.3020428964107","-0.010632883963166","-0.010689817008468","0.86176812455186","27.151773049645","72493","72493"
"2019-01-08","557676","4015.8537835","5618595848853.3","17470950","8.2980052522177","-0.0040295038672975","-0.0040376441930139","0.85402126868397","22.655540244792","72324","72324"
"2019-01-09","557840","4020.11969322","5618595848853.3","17473000","8.2990669556027","0.0010622671914817","0.0010617033849288","0.84238057340791","23.349081189442","72160","72160"
"2019-01-10","557996","3647.42060362","5618595848853.3","17474950","8.201775512818","-0.092708455976712","-0.097291442784639","0.90651734678851","24.549350193186","72004","72004"
"2019-01-11","558144","3652.23561465","5618595848853.3","17476800","8.2030947562411","0.0013201140074774","0.0013192434230773","0.90299130438199","25.879229914846","71856","71856"
"2019-01-12","558282","3637.01526544","5618595848853.3","17478525","8.1989186422397","-0.0041674061632135","-0.004176114001431","0.88305332164711","27.757474687314","71718","71718"
"2019-01-13","558419","3533.25181861","5618595848853.3","17480237.5","8.1699739209612","-0.028529835388922","-0.028944721278449","0.88611261401568","27.962843715628","71581","71581"
"2019-01-14","558568","3682.08333502","5862614531725.7","17482100","8.2112339946222","0.042123099074368","0.041260073660968","0.89554925423042","25.713321687965","71432","71432"
"2019-01-15","558700","3598.00812071","5883988430955.4","17483750","8.1881356715146","-0.02283359898739","-0.023098323107577","0.90105400213414","29.02797841428","71300","71300"
"2019-01-16","558833","3619.68423715","5883988430955.4","17485412.5","8.1941420737087","0.0060244767973794","0.0060064021940624","0.84003616420247","28.812442064064","71167","71167"
"2019-01-17","558960","3656.71397644","5883988430955.4","17487000","8.2043202024682","0.010230102092871","0.010178128759582","0.82528921956734","30.176528961277","71040","71040"
"2019-01-18","559098","3621.61380608","5883988430955.4","17488725","8.1946750082638","-0.0095988285072741","-0.0096451942044376","0.82584956645928","27.773674806432","70902","70902"
"2019-01-19","559231","3701.285401","5883988430955.4","17490387.5","8.2164354439766","0.021998920698349","0.021760435712803","0.7318633614601","28.820640642703","70769","70769"
"2019-01-20","559388","3548.71777912","5883988430955.4","17492350","8.1743416282447","-0.041220172278198","-0.042093815731883","0.71655197514947","24.417258528924","70612","70612"
"2019-01-21","559538","3545.61757876","5883988430955.4","17494225","8.173467635009","-0.00087361141487252","-0.00087399323571618","0.70186570809775","25.559598173516","70462","70462"
"2019-01-22","559668","3591.95170964","5883988430955.4","17495850","8.1864509854676","0.013068000101749","0.012983350458565","0.70383797295268","29.495005268704","70332","70332"
"2019-01-23","559814","3569.11235769","5883988430955.4","17497675","8.1800722045553","-0.0063584796779712","-0.0063787809122904","0.69867039038328","26.265115406268","70186","70186"
"2019-01-24","559976","3588.04209174","5883988430955.4","17499700","8.1853619543641","0.0053037652370944","0.0052897498087691","0.66726572143862","23.673499069846","70024","70024"
"2019-01-25","560114","3575.18954111","5883988430955.4","17501425","8.181773472215","-0.0035820512417031","-0.0035884821490716","0.66667952596882","27.793845542982","69886","69886"
"2019-01-26","560264","3574.93292501","5883988430955.4","17503300","8.1817016927171","-7.1776921768518E-5","-7.1779497855037E-5","0.63625881518357","25.572858447489","69736","69736"
"2019-01-27","560401","3549.7580757","5883988430955.4","17505012.5","8.1746347324572","-0.0070420480154686","-0.0070669602599688","0.56010885477383","28.002479752025","69599","69599"
"2019-01-28","560546","3446.46349555","5836655168808.5","17506825","8.1451039105244","-0.029099047863883","-0.029530821932797","0.55088418147199","26.460103920642","69454","69454"
"2019-01-29","560692","3412.16253192","5814661935891.8","17508650","8.135101542858","-0.009952510355699","-0.010002367666316","0.53976127719424","26.281591292926","69308","69308"
"2019-01-30","560828","3456.58728891","5814661935891.8","17510350","8.1480370486206","0.013019531330766","0.012935505762578","0.52927893082662","28.217002417405","69172","69172"
"2019-01-31","560983","3429.23065676","5814661935891.8","17512287.5","8.1400912166807","-0.0079143472632009","-0.0079458319399719","0.51231284725947","24.760547945205","69017","69017"
"2019-02-01","561141","3456.38306689","5814661935891.8","17514262.5","8.1479779648955","0.0079179305353738","0.007886748214873","0.50799961379341","24.293098664817","68859","68859"
"2019-02-02","561285","3489.54723693","5814661935891.8","17516062.5","8.1575272752419","0.0095950504901186","0.0095493103463986","0.50264335845888","26.657933789954","68715","68715"
"2019-02-03","561423","3439.0100082","5814661935891.8","17517787.5","8.1429389206345","-0.014482460129831","-0.01458835460744","0.50257365306491","27.819833234068","68577","68577"
"2019-02-04","561570","3429.42568734","5814661935891.8","17519625","8.1401480880474","-0.0027869418341752","-0.0027908325871182","0.50245281880622","26.119150125804","68430","68430"
"2019-02-05","561717","3444.62077232","5814661935891.8","17521462.5","8.1445690967847","0.0044307958140319","0.0044210087373023","0.4387048031955","26.121889851831","68283","68283"
"2019-02-06","561881","3384.12974634","5814661935891.8","17523512.5","8.1268520611081","-0.017561011785706","-0.017717035676538","0.44042177784995","23.416588706983","68119","68119"
"2019-02-07","562055","3374.52153598","5814661935891.8","17525687.5","8.1240088261397","-0.0028391968039617","-0.0028432349684478","0.4404933106814","22.07339001732","67945","67945"
"2019-02-08","562218","3642.99849187","5814661935891.8","17527725","8.2005623830282","0.079560006663887","0.076553556888556","0.53104211940519","23.565929910076","67782","67782"
"2019-02-09","562368","3644.80995353","5814661935891.8","17529600","8.2010595041342","0.00049724469116375","0.00049712110598865","0.4207063992524","25.611287671233","67632","67632"
